target,id,date,flag,user,text,loc,latitude,longitude,company_tag
2,6922,2024-10-16 12:25:02,QuickGrub,eatfan3889,"QuickGrub delivery was standard, nothing special.","Vienna, Austria",48.2082,16.3738,Unknown
2,6923,2025-02-28 13:00:30,EatsNow,foodaddict4149,"Ordered from EatsNow, it was okay.","Berlin, Germany",52.52,13.405,EatsNow
2,6924,2023-06-28 22:31:27,NO_QUERY,quickfan9056,"Got my usual order from QuickGrub, no issues.","Dallas, TX, USA",32.7767,-96.797,Unknown
2,6925,2024-03-02 18:49:22,QuickGrub,superguru4266,QuickGrub service felt average today.,"Dallas, TX, USA",32.7767,-96.797,Unknown
4,6926,2024-08-10 14:21:27,QuickGrub,happygeek770,"QuickGrub never disappoints, great experience.","San Diego, CA, USA",32.7157,-117.1611,Unknown
0,6927,2023-01-18 21:10:29,QuickGrub,superqueen5620,Really disappointed with QuickGrub today. Late delivery.,"Houston, TX, USA",29.7604,-95.3698,Unknown
2,6928,2024-10-16 21:31:53,DishDash,superaddict1510,"Ordered from DishDash, it was okay.","Philadelphia, PA, USA",39.9526,-75.1652,DishDash
2,6929,2024-11-20 06:04:12,MealExpress,yumgeek6661,"MealExpress delivery was standard, nothing special.","Phoenix, AZ, USA",33.4484,-112.074,MealExpress
4,6930,2023-09-09 03:40:42,FoodFrenzy,eateater5693,"FoodFrenzy never disappoints, great experience.","Madrid, Spain",40.4168,-3.7038,FoodFrenzy
0,6931,2024-06-27 12:11:12,MealExpress,yumrunner5208,Really disappointed with MealExpress today. Late delivery.,"San Antonio, TX, USA",29.4241,-98.4936,MealExpress
0,6932,2023-11-05 17:23:47,DishDash,fastgeek8150,Terrible service by DishDash. Not ordering again.,"London, UK",51.5074,-0.1278,DishDash
0,6933,2023-05-27 22:21:11,FoodFrenzy,fastfan5718,My order from FoodFrenzy was cold and soggy.,"San Antonio, TX, USA",29.4241,-98.4936,FoodFrenzy
2,6934,2025-03-07 13:30:04,QuickGrub,superguru6572,"Ordered from QuickGrub, it was okay.","New York, NY, USA",40.7128,-74.006,Unknown
0,6935,2024-06-17 02:52:22,QuickGrub,dailyking6305,Really disappointed with QuickGrub today. Late delivery.,"Paris, France",48.8566,2.3522,Unknown
4,6936,2024-01-16 03:44:55,DishDash,quicklover5045,Shoutout to DishDash for amazing delivery speed!,"Phoenix, AZ, USA",33.4484,-112.074,DishDash
0,6937,2024-08-29 08:01:02,EatsNow,foodking7596,Terrible service by EatsNow. Not ordering again.,"Houston, TX, USA",29.7604,-95.3698,EatsNow
0,6938,2024-06-18 04:11:32,EatsNow,quicknut2883,"EatsNow messed up my order, very unhappy.","Madrid, Spain",40.4168,-3.7038,EatsNow
4,6939,2023-04-30 05:00:43,FoodFrenzy,happyaddict9763,"FoodFrenzy just nailed my Labour Day dinner, highly recommend.","Dublin, Ireland",53.3498,-6.2603,FoodFrenzy
0,6940,2023-09-04 04:20:43,NO_QUERY,dailynut7667,Terrible service by EatsNow. Not ordering again.,"Vienna, Austria",48.2082,16.3738,EatsNow
4,6941,2023-08-12 07:23:00,EatsNow,nomaddict2525,Shoutout to EatsNow for amazing delivery speed!,"San Jose, CA, USA",37.3382,-121.8863,EatsNow
0,6942,2024-07-29 19:07:18,EatsNow,nomgeek701,My order from EatsNow was cold and soggy.,"Dublin, Ireland",53.3498,-6.2603,EatsNow
4,6943,2025-05-01 04:58:26,QuickGrub,quickfan7392,Loving the service from QuickGrub! So fast and reliable.,"Munich, Germany",48.1351,11.582,Unknown
4,6944,2024-02-01 05:48:50,FoodFrenzy,foodqueen4356,Just got my order from FoodFrenzy - absolutely delicious! #yum,"Los Angeles, CA, USA",34.0522,-118.2437,FoodFrenzy
0,6945,2024-03-07 13:03:35,DishDash,yumaddict7577,Worst experience ever with DishDash. Save your money.,"Rome, Italy",41.9028,12.4964,DishDash
2,6946,2024-08-03 23:19:50,QuickGrub,quickking9253,"QuickGrub delivery was standard, nothing special.","Houston, TX, USA",29.7604,-95.3698,Unknown
2,6947,2025-03-30 14:13:42,QuickGrub,superguru6963,"QuickGrub delivery was standard, nothing special.","San Jose, CA, USA",37.3382,-121.8863,Unknown
2,6948,2023-09-23 20:30:56,DishDash,supereater5759,"DishDash delivery was standard, nothing special.","Phoenix, AZ, USA",33.4484,-112.074,DishDash
0,6949,2023-04-23 06:13:43,NO_QUERY,foodlover9749,"EatsNow messed up my order, very unhappy.","San Antonio, TX, USA",29.4241,-98.4936,EatsNow
0,6950,2023-11-02 21:49:29,MealExpress,eatrunner6981,Terrible service by MealExpress. Not ordering again.,"Phoenix, AZ, USA",33.4484,-112.074,MealExpress
2,6951,2023-06-29 21:41:38,FoodFrenzy,fastaddict4959,"FoodFrenzy delivery was standard, nothing special.","Chicago, IL, USA",41.8781,-87.6298,FoodFrenzy
0,6952,2025-04-05 12:38:30,MealExpress,nomking6,My order from MealExpress was cold and soggy.,"Amsterdam, Netherlands",52.3676,4.9041,MealExpress
0,6953,2025-04-26 08:48:08,EatsNow,fasteater4129,Really disappointed with EatsNow today. Late delivery.,"Vienna, Austria",48.2082,16.3738,EatsNow
0,6954,2023-03-20 16:05:34,FoodFrenzy,yumgeek778,"FoodFrenzy messed up my order, very unhappy.","Rome, Italy",41.9028,12.4964,FoodFrenzy
0,6955,2023-08-14 06:58:39,FoodFrenzy,foodlover4383,Terrible service by FoodFrenzy. Not ordering again.,"Berlin, Germany",52.52,13.405,FoodFrenzy
0,6956,2023-01-10 14:44:13,MealExpress,happyqueen4395,Terrible service by MealExpress. Not ordering again.,"Dallas, TX, USA",32.7767,-96.797,MealExpress
2,6957,2023-01-12 01:27:00,FoodFrenzy,foodrunner3721,"Got my usual order from FoodFrenzy, no issues.","Dublin, Ireland",53.3498,-6.2603,FoodFrenzy
2,6958,2025-02-11 20:27:19,EatsNow,nomking2742,"Got my usual order from EatsNow, no issues.","Houston, TX, USA",29.7604,-95.3698,EatsNow
2,6959,2024-02-01 10:24:13,DishDash,quickeater2491,"Ordered from DishDash, it was okay.","San Jose, CA, USA",37.3382,-121.8863,DishDash
2,6960,2024-01-17 23:36:40,EatsNow,fastfan3559,"Got my usual order from EatsNow, no issues.","Houston, TX, USA",29.7604,-95.3698,EatsNow
0,6961,2023-02-14 20:57:23,EatsNow,hungeraddict8407,My order from EatsNow was cold and soggy.,"Los Angeles, CA, USA",34.0522,-118.2437,EatsNow
2,6962,2024-07-29 08:50:26,MealExpress,superqueen4063,"Got my usual order from MealExpress, no issues.","San Antonio, TX, USA",29.4241,-98.4936,MealExpress
2,6963,2024-08-07 19:51:29,EatsNow,foodeater5399,"EatsNow delivery was standard, nothing special.","Chicago, IL, USA",41.8781,-87.6298,EatsNow
0,6964,2024-06-17 07:06:04,FoodFrenzy,hungerrunner2243,My order from FoodFrenzy was cold and soggy.,"San Antonio, TX, USA",29.4241,-98.4936,FoodFrenzy
2,6965,2023-11-28 13:35:13,EatsNow,happyking4548,"EatsNow delivery was standard, nothing special.","Los Angeles, CA, USA",34.0522,-118.2437,EatsNow
2,6966,2024-06-24 23:30:54,QuickGrub,superfan232,"Got my usual order from QuickGrub, no issues.","Chicago, IL, USA",41.8781,-87.6298,Unknown
0,6967,2023-03-03 23:51:01,QuickGrub,happyrunner9393,Terrible service by QuickGrub. Not ordering again.,"Houston, TX, USA",29.7604,-95.3698,Unknown
2,6968,2024-03-29 09:34:40,DishDash,eatgeek5407,DishDash service felt average today.,"Rome, Italy",41.9028,12.4964,DishDash
2,6969,2023-10-15 05:17:52,EatsNow,happygeek780,"Ordered from EatsNow, it was okay.","Berlin, Germany",52.52,13.405,EatsNow
2,6970,2023-12-07 03:09:11,EatsNow,foodrunner2252,"EatsNow delivery was standard, nothing special.","Amsterdam, Netherlands",52.3676,4.9041,EatsNow
4,6971,2023-03-05 06:01:48,EatsNow,happyguru6546,Just got my order from EatsNow - absolutely delicious! #yum,"San Jose, CA, USA",37.3382,-121.8863,EatsNow
0,6972,2023-07-18 16:04:55,EatsNow,happynut3930,My order from EatsNow was cold and soggy.,"Barcelona, Spain",41.3851,2.1734,EatsNow
2,6973,2025-02-09 03:39:02,MealExpress,yumlover4543,"Ordered from MealExpress, it was okay.","Madrid, Spain",40.4168,-3.7038,MealExpress
4,6974,2024-02-25 22:48:20,MealExpress,dailygeek3168,"MealExpress never disappoints, great experience.","Dallas, TX, USA",32.7767,-96.797,MealExpress
0,6975,2024-01-23 16:19:28,QuickGrub,happyaddict3551,Really disappointed with QuickGrub today. Late delivery.,"Los Angeles, CA, USA",34.0522,-118.2437,Unknown
4,6976,2024-09-01 07:17:28,DishDash,hungerking9662,"DishDash never disappoints, great experience.","Houston, TX, USA",29.7604,-95.3698,DishDash
2,6977,2024-02-27 09:55:40,EatsNow,superguru8554,"Pizza arrived from EatsNow, as expected.","San Antonio, TX, USA",29.4241,-98.4936,EatsNow
2,6978,2024-04-09 02:10:03,QuickGrub,foodaddict9783,"Ordered from QuickGrub, it was okay.","Rome, Italy",41.9028,12.4964,Unknown
2,6979,2024-09-27 01:10:13,EatsNow,fastking8056,"Ordered from EatsNow, it was okay.","Dublin, Ireland",53.3498,-6.2603,EatsNow
2,6980,2024-04-16 14:54:01,FoodFrenzy,happyeater7249,FoodFrenzy service felt average today.,"Barcelona, Spain",41.3851,2.1734,FoodFrenzy
4,6981,2024-12-23 19:58:20,QuickGrub,fastlover9840,Shoutout to QuickGrub for amazing delivery speed!,"Barcelona, Spain",41.3851,2.1734,Unknown
0,6982,2024-08-29 09:35:04,DishDash,nomrunner7981,Really disappointed with DishDash today. Late delivery.,"Dublin, Ireland",53.3498,-6.2603,DishDash
0,6983,2024-12-24 09:57:52,QuickGrub,hungergeek3661,Terrible service by QuickGrub. Not ordering again.,"Berlin, Germany",52.52,13.405,Unknown
0,6984,2024-11-14 05:45:39,FoodFrenzy,dailylover4989,Terrible service by FoodFrenzy. Not ordering again.,"Dublin, Ireland",53.3498,-6.2603,FoodFrenzy
4,6985,2024-12-06 13:01:07,QuickGrub,hungeraddict3171,Just got my order from QuickGrub - absolutely delicious! #yum,"Dallas, TX, USA",32.7767,-96.797,Unknown
0,6986,2024-02-29 12:46:16,DishDash,dailyaddict6179,My order from DishDash was cold and soggy.,"London, UK",51.5074,-0.1278,DishDash
2,6987,2023-04-01 21:31:26,QuickGrub,yumrunner8750,"Ordered from QuickGrub, it was okay.","Los Angeles, CA, USA",34.0522,-118.2437,Unknown
4,6988,2025-01-02 02:19:28,EatsNow,fasteater997,Just got my order from EatsNow - absolutely delicious! #yum,"New York, NY, USA",40.7128,-74.006,EatsNow
4,6989,2023-04-25 15:24:45,MealExpress,yumqueen947,"MealExpress never disappoints, great experience.","San Antonio, TX, USA",29.4241,-98.4936,MealExpress
4,6990,2025-05-03 15:10:13,QuickGrub,hungerking9296,Loving the service from QuickGrub! So fast and reliable.,"New York, NY, USA",40.7128,-74.006,Unknown
4,6991,2024-02-19 12:43:06,QuickGrub,fastfan4280,"Huge thanks to QuickGrub, my food arrived hot and fresh.","Rome, Italy",41.9028,12.4964,Unknown
2,6992,2025-04-20 11:56:23,FoodFrenzy,eatlover5984,"FoodFrenzy delivery was standard, nothing special.","Los Angeles, CA, USA",34.0522,-118.2437,FoodFrenzy
0,6993,2024-10-22 18:40:30,EatsNow,foodqueen7902,My order from EatsNow was cold and soggy.,"Houston, TX, USA",29.7604,-95.3698,EatsNow
2,6994,2025-02-10 10:24:18,QuickGrub,quickeater6919,"Got my usual order from QuickGrub, no issues.","Houston, TX, USA",29.7604,-95.3698,Unknown
4,6995,2023-03-12 04:40:24,QuickGrub,nomeater1657,Loving the service from QuickGrub! So fast and reliable.,"San Antonio, TX, USA",29.4241,-98.4936,Unknown
2,6996,2025-02-08 21:05:02,QuickGrub,eatqueen9187,"Ordered from QuickGrub, it was okay.","Berlin, Germany",52.52,13.405,Unknown
0,6997,2025-04-28 22:16:02,MealExpress,foodrunner8981,My order from MealExpress was cold and soggy.,"Houston, TX, USA",29.7604,-95.3698,MealExpress
4,6998,2024-02-22 00:13:08,FoodFrenzy,happynut9604,Just got my order from FoodFrenzy - absolutely delicious! #yum,"Amsterdam, Netherlands",52.3676,4.9041,FoodFrenzy
4,6999,2025-04-19 08:27:45,FoodFrenzy,hungereater1043,"FoodFrenzy never disappoints, great experience.","Rome, Italy",41.9028,12.4964,FoodFrenzy
2,7000,2025-01-07 02:34:52,QuickGrub,happynut5547,QuickGrub service felt average today.,"Phoenix, AZ, USA",33.4484,-112.074,Unknown
2,7001,2025-01-19 18:34:18,FoodFrenzy,foodfan9053,"Got my usual order from FoodFrenzy, no issues.","Philadelphia, PA, USA",39.9526,-75.1652,FoodFrenzy
2,7002,2023-12-19 07:29:42,MealExpress,foodaddict4541,"Pizza arrived from MealExpress, as expected.","New York, NY, USA",40.7128,-74.006,MealExpress
4,7003,2023-10-07 01:55:01,EatsNow,happyeater9112,"EatsNow never disappoints, great experience.","New York, NY, USA",40.7128,-74.006,EatsNow
4,7004,2024-05-09 04:52:43,MealExpress,supereater6625,Loving the service from MealExpress! So fast and reliable.,"Madrid, Spain",40.4168,-3.7038,MealExpress
0,7005,2024-05-03 00:43:26,MealExpress,yumlover1074,Really disappointed with MealExpress today. Late delivery.,"Rome, Italy",41.9028,12.4964,MealExpress
4,7006,2023-10-09 20:59:16,EatsNow,dailynut8974,Just got my order from EatsNow - absolutely delicious! #yum,"San Diego, CA, USA",32.7157,-117.1611,EatsNow
2,7007,2024-06-22 15:28:34,EatsNow,hungerqueen1718,"Pizza arrived from EatsNow, as expected.","Madrid, Spain",40.4168,-3.7038,EatsNow
2,7008,2024-02-25 14:08:09,FoodFrenzy,dailyguru336,"FoodFrenzy delivery was standard, nothing special.","Berlin, Germany",52.52,13.405,FoodFrenzy
2,7009,2023-12-30 14:34:15,QuickGrub,eateater4088,"Pizza arrived from QuickGrub, as expected.","Los Angeles, CA, USA",34.0522,-118.2437,Unknown
4,7010,2023-11-26 20:38:47,EatsNow,foodfan2479,Just got my order from EatsNow - absolutely delicious! #yum,"Barcelona, Spain",41.3851,2.1734,EatsNow
4,7011,2023-09-29 16:49:37,FoodFrenzy,foodking7441,"FoodFrenzy never disappoints, great experience.","Chicago, IL, USA",41.8781,-87.6298,FoodFrenzy
0,7012,2024-10-10 07:57:53,QuickGrub,dailyrunner5439,Terrible service by QuickGrub. Not ordering again.,"New York, NY, USA",40.7128,-74.006,Unknown
2,7013,2023-10-30 18:53:28,QuickGrub,superking5501,"QuickGrub delivery was standard, nothing special.","Barcelona, Spain",41.3851,2.1734,Unknown
0,7014,2025-03-22 16:59:27,DishDash,fastking1975,"DishDash messed up my order, very unhappy.","San Antonio, TX, USA",29.4241,-98.4936,DishDash
4,7015,2024-11-17 23:43:43,EatsNow,happyaddict4008,Shoutout to EatsNow for amazing delivery speed!,"Rome, Italy",41.9028,12.4964,EatsNow
0,7016,2024-07-27 23:33:36,DishDash,eatqueen2397,Really disappointed with DishDash today. Late delivery.,"Berlin, Germany",52.52,13.405,DishDash
0,7017,2025-02-24 15:39:11,MealExpress,nomlover2802,Worst experience ever with MealExpress. Save your money.,"Barcelona, Spain",41.3851,2.1734,MealExpress
2,7018,2023-12-04 14:29:53,EatsNow,quickking1644,EatsNow service felt average today.,"Los Angeles, CA, USA",34.0522,-118.2437,EatsNow
0,7019,2025-01-18 12:30:26,QuickGrub,dailyrunner7265,Worst experience ever with QuickGrub. Save your money.,"Chicago, IL, USA",41.8781,-87.6298,Unknown
2,7020,2024-08-23 04:48:55,NO_QUERY,eatguru2584,"Pizza arrived from FoodFrenzy, as expected.","Vienna, Austria",48.2082,16.3738,FoodFrenzy
0,7021,2024-01-19 07:01:27,EatsNow,foodeater151,Worst experience ever with EatsNow. Save your money.,"Paris, France",48.8566,2.3522,EatsNow
4,7022,2024-08-15 08:18:22,QuickGrub,hungerlover9505,"Huge thanks to QuickGrub, my food arrived hot and fresh.","Madrid, Spain",40.4168,-3.7038,Unknown
4,7023,2025-01-02 13:58:14,QuickGrub,quickqueen7960,"Huge thanks to QuickGrub, my food arrived hot and fresh.","Rome, Italy",41.9028,12.4964,Unknown
0,7024,2024-05-11 14:24:57,MealExpress,foodguru3675,Worst experience ever with MealExpress. Save your money.,"Berlin, Germany",52.52,13.405,MealExpress
4,7025,2023-12-24 21:03:33,QuickGrub,yumlover9620,Just got my order from QuickGrub - absolutely delicious! #yum,"Berlin, Germany",52.52,13.405,Unknown
2,7026,2025-05-01 10:43:20,QuickGrub,dailyking1848,QuickGrub service felt average today.,"San Diego, CA, USA",32.7157,-117.1611,Unknown
0,7027,2025-03-07 23:20:42,QuickGrub,hungerlover2613,"QuickGrub messed up my order, very unhappy.","Rome, Italy",41.9028,12.4964,Unknown
2,7028,2024-06-01 06:21:02,QuickGrub,dailynut6205,"Got my usual order from QuickGrub, no issues.","Amsterdam, Netherlands",52.3676,4.9041,Unknown
2,7029,2023-01-04 21:00:28,MealExpress,fastnut3477,"Got my usual order from MealExpress, no issues.","New York, NY, USA",40.7128,-74.006,MealExpress
4,7030,2023-09-30 20:39:19,MealExpress,dailylover7903,Just got my order from MealExpress - absolutely delicious! #yum,"Madrid, Spain",40.4168,-3.7038,MealExpress
2,7031,2024-12-07 00:15:07,EatsNow,quickfan7705,"Pizza arrived from EatsNow, as expected.","Philadelphia, PA, USA",39.9526,-75.1652,EatsNow
4,7032,2023-10-09 18:39:52,FoodFrenzy,nomlover7086,Loving the service from FoodFrenzy! So fast and reliable.,"Houston, TX, USA",29.7604,-95.3698,FoodFrenzy
0,7033,2024-03-30 03:51:54,QuickGrub,fastgeek3717,Worst experience ever with QuickGrub. Save your money.,"Barcelona, Spain",41.3851,2.1734,Unknown
2,7034,2024-04-24 11:28:03,FoodFrenzy,eatlover8886,"Ordered from FoodFrenzy, it was okay.","San Antonio, TX, USA",29.4241,-98.4936,FoodFrenzy
2,7035,2024-05-24 05:53:39,MealExpress,eatguru5687,"MealExpress delivery was standard, nothing special.","Paris, France",48.8566,2.3522,MealExpress
0,7036,2024-03-23 00:10:24,QuickGrub,superking4570,"QuickGrub messed up my order, very unhappy.","Phoenix, AZ, USA",33.4484,-112.074,Unknown
0,7037,2023-12-18 18:53:29,MealExpress,quickking5238,Terrible service by MealExpress. Not ordering again.,"Los Angeles, CA, USA",34.0522,-118.2437,MealExpress
0,7038,2023-09-01 12:57:27,MealExpress,supereater981,Really disappointed with MealExpress today. Late delivery.,"Paris, France",48.8566,2.3522,MealExpress
4,7039,2024-02-06 13:30:28,QuickGrub,hungernut9976,Just got my order from QuickGrub - absolutely delicious! #yum,"New York, NY, USA",40.7128,-74.006,Unknown
4,7040,2024-05-27 05:10:10,QuickGrub,quickaddict6233,Shoutout to QuickGrub for amazing delivery speed!,"Munich, Germany",48.1351,11.582,Unknown
0,7041,2023-07-19 01:11:39,FoodFrenzy,nomgeek1774,Terrible service by FoodFrenzy. Not ordering again.,"Philadelphia, PA, USA",39.9526,-75.1652,FoodFrenzy
2,7042,2023-12-26 23:11:50,NO_QUERY,eatking4075,"QuickGrub delivery was standard, nothing special.","New York, NY, USA",40.7128,-74.006,Unknown
0,7043,2023-05-18 11:15:29,EatsNow,foodlover3940,Really disappointed with EatsNow today. Late delivery.,"Houston, TX, USA",29.7604,-95.3698,EatsNow
0,7044,2023-04-25 12:40:17,QuickGrub,eatking423,Really disappointed with QuickGrub today. Late delivery.,"Madrid, Spain",40.4168,-3.7038,Unknown
0,7045,2024-03-29 22:07:59,DishDash,nomlover6004,Terrible service by DishDash. Not ordering again.,"Madrid, Spain",40.4168,-3.7038,DishDash
2,7046,2023-08-01 00:51:21,FoodFrenzy,quickeater5597,FoodFrenzy service felt average today.,"Dublin, Ireland",53.3498,-6.2603,FoodFrenzy
2,7047,2023-04-29 22:12:15,EatsNow,happylover2182,"Ordered from EatsNow, it was okay.","Chicago, IL, USA",41.8781,-87.6298,EatsNow
2,7048,2025-03-24 17:43:37,FoodFrenzy,hungereater9870,FoodFrenzy service felt average today.,"Phoenix, AZ, USA",33.4484,-112.074,FoodFrenzy
2,7049,2024-09-17 16:56:52,EatsNow,hungerlover6694,EatsNow service felt average today.,"Vienna, Austria",48.2082,16.3738,EatsNow
0,7050,2023-12-04 13:57:39,EatsNow,quickgeek6487,Really disappointed with EatsNow today. Late delivery.,"Barcelona, Spain",41.3851,2.1734,EatsNow
0,7051,2023-01-25 06:20:21,DishDash,foodgeek4214,Worst experience ever with DishDash. Save your money.,"Dallas, TX, USA",32.7767,-96.797,DishDash
2,7052,2024-11-05 15:21:44,QuickGrub,fastfan9700,QuickGrub service felt average today.,"Munich, Germany",48.1351,11.582,Unknown
0,7053,2025-01-14 01:29:31,FoodFrenzy,superguru8671,Terrible service by FoodFrenzy. Not ordering again.,"Chicago, IL, USA",41.8781,-87.6298,FoodFrenzy
2,7054,2023-12-24 18:11:23,EatsNow,hungerqueen2789,"Pizza arrived from EatsNow, as expected.","Philadelphia, PA, USA",39.9526,-75.1652,EatsNow
0,7055,2023-03-02 04:02:07,QuickGrub,hungergeek3911,Terrible service by QuickGrub. Not ordering again.,"Amsterdam, Netherlands",52.3676,4.9041,Unknown
0,7056,2024-03-21 11:46:35,MealExpress,hungerguru114,My order from MealExpress was cold and soggy.,"San Diego, CA, USA",32.7157,-117.1611,MealExpress
2,7057,2023-08-10 21:17:56,FoodFrenzy,fastfan7903,FoodFrenzy service felt average today.,"Amsterdam, Netherlands",52.3676,4.9041,FoodFrenzy
0,7058,2025-02-07 17:30:50,EatsNow,dailynut5481,My order from EatsNow was cold and soggy.,"Houston, TX, USA",29.7604,-95.3698,EatsNow
2,7059,2023-01-13 01:15:40,MealExpress,foodeater7781,MealExpress service felt average today.,"Los Angeles, CA, USA",34.0522,-118.2437,MealExpress
4,7060,2024-03-03 14:18:12,EatsNow,happyqueen9806,"EatsNow never disappoints, great experience.","London, UK",51.5074,-0.1278,EatsNow
4,7061,2023-01-13 12:07:58,DishDash,quicknut1989,Loving the service from DishDash! So fast and reliable.,"Dublin, Ireland",53.3498,-6.2603,DishDash
0,7062,2023-07-03 09:14:59,DishDash,fasteater4545,My order from DishDash was cold and soggy.,"New York, NY, USA",40.7128,-74.006,DishDash
2,7063,2024-04-26 06:11:03,MealExpress,yumqueen6631,MealExpress service felt average today.,"Chicago, IL, USA",41.8781,-87.6298,MealExpress
4,7064,2023-07-01 10:57:10,FoodFrenzy,hungerrunner218,Just got my order from FoodFrenzy - absolutely delicious! #yum,"Berlin, Germany",52.52,13.405,FoodFrenzy
4,7065,2023-01-23 09:23:37,EatsNow,superking236,Loving the service from EatsNow! So fast and reliable.,"Houston, TX, USA",29.7604,-95.3698,EatsNow
4,7066,2023-08-30 15:45:09,DishDash,yumguru3896,"Huge thanks to DishDash, my food arrived hot and fresh.","Houston, TX, USA",29.7604,-95.3698,DishDash
2,7067,2024-12-09 20:12:19,MealExpress,foodrunner5248,MealExpress service felt average today.,"Chicago, IL, USA",41.8781,-87.6298,MealExpress
2,7068,2024-12-27 02:19:26,FoodFrenzy,yumfan8257,"Ordered from FoodFrenzy, it was okay.","San Antonio, TX, USA",29.4241,-98.4936,FoodFrenzy
4,7069,2023-12-22 21:06:11,DishDash,dailyfan5925,Just got my order from DishDash - absolutely delicious! #yum,"Berlin, Germany",52.52,13.405,DishDash
2,7070,2023-11-09 02:55:52,DishDash,fastgeek7230,"Pizza arrived from DishDash, as expected.","Munich, Germany",48.1351,11.582,DishDash
2,7071,2025-03-24 10:06:51,QuickGrub,foodlover5339,"QuickGrub delivery was standard, nothing special.","New York, NY, USA",40.7128,-74.006,Unknown
2,7072,2024-07-18 18:04:54,MealExpress,foodrunner7680,MealExpress service felt average today.,"Houston, TX, USA",29.7604,-95.3698,MealExpress
4,7073,2024-01-12 12:27:48,EatsNow,supergeek9337,"Huge thanks to EatsNow, my food arrived hot and fresh.","Amsterdam, Netherlands",52.3676,4.9041,EatsNow
2,7074,2024-04-23 04:14:00,DishDash,hungerking1584,"Pizza arrived from DishDash, as expected.","Munich, Germany",48.1351,11.582,DishDash
2,7075,2023-07-21 23:55:29,MealExpress,dailynut8353,"MealExpress delivery was standard, nothing special.","Dublin, Ireland",53.3498,-6.2603,MealExpress
2,7076,2023-11-22 17:36:15,DishDash,happyking3296,"DishDash delivery was standard, nothing special.","New York, NY, USA",40.7128,-74.006,DishDash
2,7077,2024-06-23 10:33:54,QuickGrub,happynut1147,QuickGrub service felt average today.,"Dallas, TX, USA",32.7767,-96.797,Unknown
4,7078,2023-01-07 22:57:47,QuickGrub,nomeater3153,Shoutout to QuickGrub for amazing delivery speed!,"Rome, Italy",41.9028,12.4964,Unknown
2,7079,2023-03-31 08:28:29,QuickGrub,happyqueen175,QuickGrub service felt average today.,"Phoenix, AZ, USA",33.4484,-112.074,Unknown
4,7080,2024-09-26 07:15:22,FoodFrenzy,dailyguru5811,Just got my order from FoodFrenzy - absolutely delicious! #yum,"Paris, France",48.8566,2.3522,FoodFrenzy
4,7081,2023-09-21 21:53:19,DishDash,fastking5851,Just got my order from DishDash - absolutely delicious! #yum,"San Jose, CA, USA",37.3382,-121.8863,DishDash
0,7082,2023-04-15 07:41:34,FoodFrenzy,superqueen7380,"FoodFrenzy messed up my order, very unhappy.","Paris, France",48.8566,2.3522,FoodFrenzy
0,7083,2023-05-15 07:52:00,EatsNow,dailylover7811,Terrible service by EatsNow. Not ordering again.,"Phoenix, AZ, USA",33.4484,-112.074,EatsNow
2,7084,2023-01-03 22:28:58,MealExpress,nomnut2767,MealExpress service felt average today.,"Philadelphia, PA, USA",39.9526,-75.1652,MealExpress
4,7085,2023-07-30 08:11:45,EatsNow,foodguru2796,"EatsNow never disappoints, great experience.","Paris, France",48.8566,2.3522,EatsNow
0,7086,2025-05-02 05:25:28,FoodFrenzy,yumrunner7344,"FoodFrenzy messed up my order, very unhappy.","London, UK",51.5074,-0.1278,FoodFrenzy
2,7087,2025-04-02 23:59:09,MealExpress,quickgeek1496,"Pizza arrived from MealExpress, as expected.","Amsterdam, Netherlands",52.3676,4.9041,MealExpress
0,7088,2023-06-26 11:56:13,DishDash,superlover9994,Terrible service by DishDash. Not ordering again.,"Rome, Italy",41.9028,12.4964,DishDash
0,7089,2023-04-06 10:54:51,QuickGrub,yumgeek8998,"QuickGrub messed up my order, very unhappy.","Paris, France",48.8566,2.3522,Unknown
0,7090,2024-06-07 23:25:34,MealExpress,happyaddict4109,My order from MealExpress was cold and soggy.,"Philadelphia, PA, USA",39.9526,-75.1652,MealExpress
4,7091,2024-11-17 23:09:44,FoodFrenzy,happyguru2557,Just got my order from FoodFrenzy - absolutely delicious! #yum,"Vienna, Austria",48.2082,16.3738,FoodFrenzy
0,7092,2023-10-13 01:31:47,QuickGrub,yumlover8344,"QuickGrub messed up my order, very unhappy.","Los Angeles, CA, USA",34.0522,-118.2437,Unknown
4,7093,2023-04-16 19:16:37,MealExpress,dailyrunner7739,"Huge thanks to MealExpress, my food arrived hot and fresh.","Amsterdam, Netherlands",52.3676,4.9041,MealExpress
2,7094,2024-10-08 14:17:59,QuickGrub,nomaddict8187,"Pizza arrived from QuickGrub, as expected.","Munich, Germany",48.1351,11.582,Unknown
4,7095,2024-06-11 04:21:05,QuickGrub,happyfan2854,"Huge thanks to QuickGrub, my food arrived hot and fresh.","Dublin, Ireland",53.3498,-6.2603,Unknown
2,7096,2023-02-21 14:24:25,FoodFrenzy,dailyguru5386,"FoodFrenzy delivery was standard, nothing special.","Rome, Italy",41.9028,12.4964,FoodFrenzy
2,7097,2024-03-17 06:15:54,FoodFrenzy,nomrunner1289,"Ordered from FoodFrenzy, it was okay.","Madrid, Spain",40.4168,-3.7038,FoodFrenzy
